page_id,kind,el_id,prescreen_ok,prescreen_first,kept,blacklisted
we00026,remove,98,False,"i0: 0,0,1280,2156.109375|accent-color:auto -> 0,0,1280,2140.109375|accent-color:auto",False,False
we00026,remove,103,True,,True,False
we00026,remove,114,False,"i0: 0,0,1280,2156.109375|accent-color:auto -> 0,0,1280,2140.109375|accent-color:auto",False,False
we00026,remove,115,True,,True,False
we00026,collapse,35,True,,True,False
we00026,collapse,31,True,,True,False
we00026,collapse,100,True,,True,False
we00026,collapse,117,True,,True,False
we00026,collapse,123,True,,True,False
we00026,collapse,116,True,,True,False
we00026,collapse,38,True,,True,False
we00026,collapse,25,True,,True,False
we00026,collapse,5,True,,True,False
we00026,collapse,14,False,m16: text-decoration:none -> text-decoration:underline,False,False
we00026,collapse,20,True,,True,False
we00026,collapse,139,True,,True,False
we00026,collapse,13,True,,True,False
we00026,collapse,19,True,,True,False
we00026,collapse,18,True,,True,False
we00026,collapse,137,True,,True,False
we00027,remove,5,True,,True,False
we00027,remove,21,True,,True,False
we00027,remove,30,True,,True,False
we00027,remove,51,True,,True,False
we00027,remove,64,True,,True,False
we00027,remove,81,True,,True,False
we00027,remove,86,True,,True,False
we00027,remove,87,True,,True,False
we00027,remove,94,True,,True,False
we00027,remove,98,True,,True,False
we00027,remove,99,True,,True,False
we00027,remove,106,True,,True,False
we00027,remove,111,True,,True,False
we00027,remove,112,True,,True,False
we00027,remove,125,True,,True,False
we00027,remove,237,True,,True,False
we00027,remove,246,True,,True,False
we00027,remove,257,True,,True,False
we00027,remove,266,True,,True,False
we00027,remove,287,True,,True,False
we00027,collapse,127,True,,True,False
we00027,collapse,76,True,,True,False
we00027,collapse,82,True,,True,False
we00027,collapse,83,True,,True,False
we00027,collapse,89,True,,True,False
we00027,collapse,95,True,,True,False
we00027,collapse,96,True,,True,False
we00027,collapse,101,True,,True,False
we00027,collapse,107,True,,True,False
we00027,collapse,108,True,,False,False
we00027,collapse,121,True,,False,False
we00027,collapse,126,True,,False,False
we00027,collapse,75,True,,False,False
we00027,collapse,88,True,,False,False
we00027,collapse,100,True,,False,False
we00027,collapse,113,True,,False,False
we00027,collapse,115,True,,True,False
we00027,collapse,74,False,"m79: border-block-end-color:rgb(129, 129, 129) -> border-block-end-color:rgb(0, 0, 0)",False,False
we00027,collapse,119,True,,True,False
we00027,collapse,118,True,,True,False
we00027,collapse,61,True,,True,False
we00027,collapse,60,True,,True,False
we00027,collapse,59,True,,True,False
we00027,collapse,8,True,,True,False
we00027,collapse,52,True,,True,False
we00027,collapse,58,True,,True,False
we00027,collapse,7,False,"m5: 8,8,0,0|accent-color:auto -> 8,10,0,17|accent-color:auto",False,False
we00027,collapse,11,True,,True,False
we00027,collapse,68,True,,True,False
we00027,collapse,4,True,,True,False
we00027,collapse,56,True,,True,False
we00027,collapse,67,True,,True,False
we00027,collapse,225,False,"m226: font-family:Montserrat -> font-family:""Times New Roman""",False,False
we00027,collapse,3,True,,True,False
we00027,collapse,55,True,,True,False
we00027,collapse,66,True,,True,False
we00027,collapse,224,True,,True,False
we00027,collapse,2,True,,True,False
we00027,collapse,54,True,,True,False
we00027,collapse,65,True,,True,False
we00027,collapse,223,True,,True,False
we00027,collapse,1,True,,True,False
we00027,collapse,245,False,"m246: 8,1639.53125,0,0|accent-color:auto -> 8,1623.53125,0,0|accent-color:auto",False,False
we00028,remove,11,True,,True,False
we00028,remove,12,True,,True,False
we00028,remove,23,True,,True,False
we00028,remove,26,True,,True,False
we00028,remove,29,True,,True,False
we00028,remove,34,False,"m13: 0,18,1280,643.8125|accent-color:auto -> 0,18,1280,609.8125|accent-color:auto",False,False
we00028,remove,51,True,,True,False
we00028,remove,60,False,"m61: 34.59375,896,0,0|accent-color:auto -> 25.59375,896,0,0|accent-color:auto",False,False
we00028,remove,61,False,"m62: 43.59375,869,0,33|accent-color:auto -> 34.59375,869,0,33|accent-color:auto",False,False
we00028,remove,62,False,"m52: 0,818,1280,100|accent-color:auto -> 0,818,1280,99|accent-color:auto",False,False
we00028,remove,66,False,"m52: 0,818,1280,100|accent-color:auto -> 0,818,1280,32|accent-color:auto",False,False
we00028,collapse,7,True,,True,False
we00028,collapse,13,True,,True,False
we00029,remove,8,True,,True,False
we00029,remove,50,True,,True,False
we00029,remove,58,True,,True,False
we00029,remove,79,True,,True,False
we00029,remove,101,True,,True,False
we00029,remove,139,True,,True,False
we00029,collapse,42,True,,True,False
we00029,collapse,68,True,,True,False
we00029,collapse,124,True,,True,False
we00029,collapse,127,True,,True,False
we00029,collapse,130,True,,True,False
we00029,collapse,133,True,,True,False
we00029,collapse,41,True,,True,False
we00029,collapse,64,True,,True,False
we00029,collapse,102,True,,True,False
we00029,collapse,109,True,,True,False
we00029,collapse,115,True,,True,False
we00029,collapse,123,True,,True,False
we00029,collapse,129,True,,False,False
we00029,collapse,63,True,,False,False
we00029,collapse,108,True,,False,False
we00029,collapse,71,True,,False,False
we00029,collapse,137,True,,False,False
we00029,collapse,163,False,"i0: 0,0,1280,2222.78125|accent-color:auto -> 0,0,1280,2204.78125|accent-color:auto",False,False
we00029,collapse,19,True,,False,False
we00029,collapse,60,True,,False,False
we00029,collapse,136,True,,False,False
we00029,collapse,167,True,,False,False
we00029,collapse,10,True,,False,False
we00029,collapse,25,True,,False,False
we00029,collapse,135,True,,False,False
we00029,collapse,17,True,,False,False
we00029,collapse,159,True,,False,False
we00029,collapse,4,False,m6: text-decoration:none -> text-decoration:underline,False,False
we00029,collapse,53,False,"i0: 0,0,1280,2222.78125|accent-color:auto -> 0,0,1280,2078.78125|accent-color:auto",False,False
we00029,collapse,158,False,"i0: 0,0,1280,2222.78125|accent-color:auto -> 0,0,1280,2168.78125|accent-color:auto",False,False
we00029,collapse,183,True,,False,False
we00029,collapse,3,True,,False,False
we00029,collapse,52,False,"i0: 0,0,1280,2222.78125|accent-color:auto -> 0,0,1280,2078.78125|accent-color:auto",False,False
we00029,collapse,51,True,,False,False
we00029,collapse,181,True,,False,False
we00030,remove,30,True,,True,False
we00030,remove,61,True,,True,False
we00030,remove,96,True,,True,False
we00030,remove,109,True,,True,False
we00030,remove,122,True,,True,False
we00030,remove,139,True,,True,False
we00030,remove,156,True,,True,False
we00030,remove,173,True,,True,False
we00030,remove,200,True,,True,False
we00030,remove,233,True,,True,False
we00030,remove,290,True,,True,False
we00030,remove,349,True,,True,False
we00030,remove,372,True,,True,False
we00030,remove,399,True,,True,False
we00030,remove,416,True,,True,False
we00030,remove,443,True,,True,False
we00030,remove,460,True,,True,False
we00030,remove,501,True,,True,False
we00030,remove,514,True,,True,False
we00030,remove,533,True,,True,False
we00030,remove,543,False,"i0: 0,0,1280,1773.15625|accent-color:auto -> 0,0,1280,1767.15625|accent-color:auto",False,False
we00030,remove,544,True,,True,False
we00030,collapse,6,True,,True,False
we00030,collapse,23,False,"i0: 0,0,1280,1773.15625|accent-color:auto -> 0,0,1280,1775.15625|accent-color:auto",False,False
we00030,collapse,529,True,,True,False
we00030,collapse,3,True,,True,False
we00030,collapse,5,True,,True,False
we00030,collapse,22,True,,True,False
we00030,collapse,2,True,,True,False
we00030,collapse,1,True,,True,False
we00031,remove,18,False,"m19: 639,70.625,2,16|accent-color:auto -> 639,33,2,16|accent-color:auto",False,False
we00031,remove,28,True,,True,False
we00031,remove,37,True,,True,False
we00031,remove,50,True,,True,False
we00031,remove,98,True,,True,False
we00031,remove,99,True,,True,False
we00031,remove,103,True,,True,False
we00031,remove,104,True,,True,False
we00031,remove,109,False,"m108: 1112,2910.53125,40,23.796875|accent-color:auto -> 1132,2910.53125,20,23.796875|accent-color:auto",False,False
we00031,remove,112,False,"m108: 1112,2910.53125,40,23.796875|accent-color:auto -> 1132,2910.53125,20,23.796875|accent-color:auto",False,False
we00031,collapse,51,False,m52: display:none -> display:inline,False,False
we00031,collapse,58,True,,True,False
we00031,collapse,57,True,,True,False
we00031,collapse,17,False,"m15: 0,30,1280,146|accent-color:auto -> 0,30,1280,69|accent-color:auto",False,False
we00031,collapse,54,True,,True,False
we00034,remove,8,False,"i0: 0,0,1280,1998|accent-color:auto -> 0,0,1280,1955|accent-color:auto",False,False
we00034,remove,26,False,"m27: 171,122,938,0|accent-color:auto -> 171,98,938,0|accent-color:auto",False,False
we00034,remove,34,False,"m30: 171,126,302,36|accent-color:auto -> 171,126,302,0|accent-color:auto",False,False
we00034,remove,36,False,"m35: 171,162,302,4|accent-color:auto -> 171,162,302,0|accent-color:auto",False,False
we00034,remove,40,True,,True,False
we00034,remove,43,True,,True,False
we00034,remove,67,True,,True,False
we00034,remove,73,True,,True,False
we00034,remove,76,True,,True,False
we00034,remove,100,True,,True,False
we00034,remove,101,True,,True,False
we00034,remove,102,False,"i0: 0,0,1280,1998|accent-color:auto -> 0,0,1280,1747|accent-color:auto",False,False
we00034,collapse,69,True,,True,False
we00034,collapse,71,True,,True,False
we00034,collapse,30,True,,True,False
we00034,collapse,48,True,,True,False
we00034,collapse,66,True,,True,False
we00034,collapse,77,False,"i0: 0,0,1280,1998|accent-color:auto -> 0,0,1280,1984|accent-color:auto",False,False
we00034,collapse,83,True,,True,False
we00034,collapse,29,False,"m28: 171,122,302,43|accent-color:auto -> 171,122,302,810|accent-color:auto",False,False
we00034,collapse,58,False,"i0: 0,0,1280,1998|accent-color:auto -> 0,0,1280,1516|accent-color:auto",False,False
we00034,collapse,133,False,"i0: 0,0,1280,1998|accent-color:auto -> 0,0,1280,1984|accent-color:auto",False,False
we00034,collapse,3,True,,True,False
we00034,collapse,27,True,,True,False
we00034,collapse,9,True,,True,False
we00035,remove,1,True,,True,False
we00035,remove,36,False,"i0: 0,0,1280,744.40625|accent-color:auto -> 0,0,1280,731.40625|accent-color:auto",False,False
we00035,remove,40,True,,True,False
we00035,remove,42,True,,True,False
we00036,remove,46,True,,True,False
we00036,remove,49,True,,True,False
we00036,remove,50,True,,True,False
we00036,remove,53,True,,True,False
we00036,remove,92,True,,True,False
we00036,remove,110,True,,True,False
we00036,remove,111,True,,True,False
we00036,remove,177,True,,True,False
we00036,remove,181,True,,True,False
we00036,collapse,66,True,,True,False
we00036,collapse,68,True,,True,False
we00036,collapse,70,True,,True,False
we00036,collapse,72,True,,True,False
we00036,collapse,64,False,"i0: 0,0,1280,1908.15625|accent-color:auto -> 0,0,1280,1910.15625|accent-color:auto",False,False
we00036,collapse,56,False,"i0: 0,0,1280,1908.15625|accent-color:auto -> 0,0,1280,1887.15625|accent-color:auto",False,False
we00036,collapse,101,True,,True,False
we00036,collapse,62,True,,True,False
we00036,collapse,76,True,,True,False
we00036,collapse,90,True,,True,False
we00036,collapse,93,True,,True,False
we00036,collapse,100,True,,True,False
we00036,collapse,6,True,,True,False
we00036,collapse,45,True,,True,False
we00036,collapse,61,True,,True,False
we00036,collapse,5,True,,True,False
we00036,collapse,44,True,,True,False
we00036,collapse,60,True,,True,False
we00036,collapse,43,True,,True,False
we00036,collapse,59,True,,True,False
we00036,collapse,42,True,,True,False
we00036,collapse,58,True,,True,False
we00036,collapse,2,True,,True,False
we00036,collapse,41,True,,True,False
we00036,collapse,106,True,,True,False
we00036,collapse,179,True,,True,False
we00036,collapse,178,False,"i0: 0,0,1280,1908.15625|accent-color:auto -> 0,0,1280,1955.15625|accent-color:auto",False,False
we00037,remove,6,True,,True,False
we00037,remove,11,True,,True,False
we00037,remove,14,True,,True,False
we00037,remove,37,True,,True,False
we00037,remove,38,True,,True,False
we00037,remove,64,True,,True,False
we00037,remove,65,True,,True,False
we00037,remove,174,True,,True,False
we00037,remove,176,True,,True,False
we00037,remove,178,True,,True,False
we00037,collapse,46,True,,True,False
we00037,collapse,66,True,,True,False
we00037,collapse,71,True,,True,False
we00037,collapse,146,True,,True,False
we00039,remove,13,True,,True,False
we00039,collapse,5,True,,True,False
we00040,remove,10,False,"i0: 0,0,1280,2638.96875|accent-color:auto -> 0,0,1280,2622.96875|accent-color:auto",False,False
we00040,remove,21,False,"i0: 0,0,1280,2638.96875|accent-color:auto -> 0,0,1280,2627.96875|accent-color:auto",False,False
we00040,remove,24,True,,True,False
we00040,remove,25,True,,True,False
we00040,remove,26,True,,True,False
we00040,remove,34,True,,True,False
we00040,remove,53,True,,True,False
we00040,remove,54,True,,True,False
we00040,remove,88,True,,True,False
we00040,remove,107,True,,True,False
we00040,remove,116,True,,True,False
we00040,remove,132,True,,True,False
we00040,remove,145,True,,True,False
we00040,remove,166,True,,True,False
we00040,collapse,163,True,,True,False
we00040,collapse,168,True,,True,False
we00040,collapse,179,True,,True,False
we00040,collapse,182,True,,True,False
we00040,collapse,185,True,,True,False
we00040,collapse,188,True,,True,False
we00040,collapse,191,True,,True,False
we00040,collapse,194,True,,True,False
we00040,collapse,197,True,,True,False
we00040,collapse,162,True,,True,False
we00040,collapse,161,True,,True,False
we00040,collapse,50,True,,True,False
we00040,collapse,201,True,,True,False
we00040,collapse,204,True,,True,False
we00040,collapse,207,True,,True,False
we00040,collapse,210,True,,True,False
we00040,collapse,213,True,,True,False
we00040,collapse,216,True,,True,False
we00040,collapse,219,True,,True,False
we00040,collapse,11,True,,True,False
we00040,collapse,114,True,,True,False
we00040,collapse,119,True,,True,False
we00040,collapse,200,True,,False,False
we00040,collapse,203,True,,False,False
we00040,collapse,206,True,,False,False
we00040,collapse,209,True,,False,False
we00040,collapse,212,True,,False,False
we00040,collapse,215,True,,False,False
we00040,collapse,218,True,,False,False
we00040,collapse,4,True,,False,False
we00040,collapse,7,True,,False,False
we00040,collapse,58,True,,False,False
we00040,collapse,61,True,,False,False
we00040,collapse,89,True,,False,False
we00040,collapse,94,True,,False,False
we00040,collapse,97,True,,False,False
we00040,collapse,99,True,,False,False
we00040,collapse,104,True,,False,False
we00040,collapse,108,True,,False,False
we00040,collapse,113,True,,True,False
we00040,collapse,174,True,,True,False
we00040,collapse,199,True,,True,False
we00040,collapse,27,True,,True,False
we00040,collapse,57,True,,True,False
we00040,collapse,93,True,,True,False
we00040,collapse,103,True,,True,False
we00040,collapse,112,True,,True,False
we00040,collapse,173,True,,True,False
we00040,collapse,2,True,,True,False
we00040,collapse,56,True,,True,False
we00040,collapse,92,True,,True,False
we00040,collapse,102,True,,True,False
we00040,collapse,111,True,,True,False
we00040,collapse,172,True,,True,False
we00040,collapse,221,True,,True,False
we00040,collapse,110,True,,True,False
we00041,remove,6,True,,True,False
we00041,remove,17,True,,True,False
we00041,remove,32,True,,True,False
we00041,remove,46,True,,True,False
we00041,remove,52,True,,True,False
we00041,remove,77,True,,True,False
we00041,remove,114,True,,True,False
we00041,remove,131,True,,True,False
we00041,collapse,117,True,,True,False
we00041,collapse,111,True,,True,False
we00041,collapse,107,True,,True,False
we00041,collapse,110,True,,True,False
we00041,collapse,124,True,,True,False
we00041,collapse,109,True,,True,False
we00041,collapse,121,True,,True,False
we00041,collapse,123,True,,True,False
we00041,collapse,27,False,"i0: 0,0,1280,1952.953125|accent-color:auto -> 0,0,1280,1947.953125|accent-color:auto",False,False
we00041,collapse,30,True,,True,False
we00041,collapse,103,True,,True,False
we00041,collapse,120,True,,True,False
we00041,collapse,5,False,"m3: 25,8,60,44|accent-color:auto -> 25,8,60,18|accent-color:auto",False,False
we00041,collapse,36,True,,False,True
we00041,collapse,39,True,,False,True
we00041,collapse,42,True,,True,False
we00041,collapse,102,True,,True,False
we00041,collapse,119,True,,True,False
we00041,collapse,25,True,,True,False
we00041,collapse,101,True,,True,False
we00041,collapse,3,False,"m4: 25,34,40,17|accent-color:auto -> 25,8,2,17|accent-color:auto",False,False
we00041,collapse,24,True,,True,False
we00041,collapse,34,True,,True,False
we00041,collapse,2,False,m4: block-size:45px -> block-size:auto,False,False
we00041,collapse,23,True,,True,False
we00041,collapse,47,False,"i0: 0,0,1280,1952.953125|accent-color:auto -> 0,0,1280,1699.96875|accent-color:auto",False,False
we00042,remove,25,True,,True,False
we00042,remove,31,True,,True,False
we00042,remove,49,False,"i0: 0,0,1280,1991.125|accent-color:auto -> 0,0,1280,1975.125|accent-color:auto",False,False
we00042,remove,120,True,,True,False
we00042,remove,122,True,,True,False
we00042,remove,165,True,,True,False
we00042,remove,169,True,,True,False
we00042,remove,170,True,,True,False
we00042,remove,174,True,,True,False
we00042,collapse,128,True,,True,False
we00042,collapse,131,True,,True,False
we00042,collapse,134,True,,True,False
we00042,collapse,139,True,,True,False
we00042,collapse,145,True,,True,False
we00042,collapse,151,True,,True,False
we00042,collapse,130,False,"i0: 0,0,1280,1991.125|accent-color:auto -> 0,0,1280,1959.125|accent-color:auto",False,False
we00042,collapse,141,False,"i0: 0,0,1280,1991.125|accent-color:auto -> 0,0,1280,1959.125|accent-color:auto",False,False
we00042,collapse,147,False,"i0: 0,0,1280,1991.125|accent-color:auto -> 0,0,1280,1959.125|accent-color:auto",False,False
we00042,collapse,153,False,"i0: 0,0,1280,1991.125|accent-color:auto -> 0,0,1280,1959.125|accent-color:auto",False,False
we00042,collapse,56,True,,True,False
we00042,collapse,60,True,,True,False
we00042,collapse,64,True,,True,False
we00042,collapse,124,True,,True,False
we00042,collapse,155,True,,True,False
we00042,collapse,55,True,,True,False
we00042,collapse,59,True,,True,False
we00042,collapse,63,True,,True,False
we00042,collapse,121,True,,True,False
we00042,collapse,42,True,,True,False
we00042,collapse,46,True,,True,False
we00042,collapse,53,True,,True,False
we00042,collapse,70,True,,True,False
we00042,collapse,97,True,,True,False
we00042,collapse,103,True,,True,False
we00042,collapse,118,True,,True,False
we00042,collapse,40,True,,True,False
we00042,collapse,44,True,,True,False
we00042,collapse,51,True,,True,False
we00042,collapse,68,True,,True,False
we00042,collapse,95,True,,True,False
we00042,collapse,101,True,,True,False
we00042,collapse,116,True,,True,False
we00042,collapse,39,True,,True,False
we00042,collapse,50,True,,True,False
we00042,collapse,67,True,,True,False
we00042,collapse,94,True,,True,False
we00042,collapse,100,True,,True,False
we00042,collapse,66,True,,True,False
we00042,collapse,93,True,,True,False
we00042,collapse,37,True,,True,False
we00042,collapse,29,True,,True,False
we00042,collapse,36,True,,True,False
we00042,collapse,24,True,,True,False
we00042,collapse,28,True,,True,False
we00042,collapse,35,True,,True,False
we00042,collapse,5,True,,True,False
we00042,collapse,34,True,,True,False
we00042,collapse,173,True,,True,False
we00042,collapse,2,True,,True,False
we00042,collapse,172,True,,True,False
we00042,collapse,32,True,,True,False
we00043,remove,7,True,,True,False
we00043,remove,8,True,,True,False
we00043,remove,9,True,,True,False
we00043,remove,10,True,,True,False
we00043,remove,19,True,,True,False
we00043,remove,21,True,,True,False
we00043,remove,63,True,,True,False
we00043,remove,65,True,,True,False
we00043,remove,68,True,,True,False
we00043,remove,69,False,"i0: 0,0,1280,1039.5625|accent-color:auto -> 0,0,1280,1027.5625|accent-color:auto",False,False
we00043,remove,70,True,,True,False
we00043,collapse,17,True,,True,False
we00043,collapse,16,True,,True,False
we00043,collapse,15,True,,True,False
we00043,collapse,3,True,,True,False
we00043,collapse,14,True,,True,False
we00043,collapse,2,True,,True,False
we00043,collapse,13,True,,True,False
we00043,collapse,1,True,,True,False
we00044,remove,6,True,,True,False
we00044,remove,17,True,,True,False
we00044,remove,37,True,,True,False
we00044,remove,53,False,"m10: 15,15,1217.4375,100|accent-color:auto -> 15,15,1217.203125,100|accent-color:auto",False,False
we00044,remove,56,True,,True,False
we00044,remove,66,False,"m10: 15,15,1217.4375,100|accent-color:auto -> 15,15,1217.203125,100|accent-color:auto",False,False
we00044,remove,67,True,,True,False
we00044,remove,80,False,"i0: 0,0,1280,844|accent-color:auto -> 0,0,1280,824|accent-color:auto",False,False
we00044,remove,95,True,,True,False
we00044,remove,105,True,,True,False
we00044,collapse,7,True,,True,False
we00044,collapse,158,False,m159: margin-block-start:0px -> margin-block-start:20px,False,False
we00044,collapse,75,True,,True,False
we00044,collapse,74,True,,True,False
we00045,remove,26,True,,True,False
we00046,remove,168,True,,True,False
we00046,remove,175,True,,True,False
we00046,remove,212,True,,True,False
we00046,remove,231,True,,True,False
we00046,collapse,177,True,,True,False
we00046,collapse,65,True,,True,False
we00046,collapse,170,True,,True,False
we00046,collapse,214,True,,True,False
we00046,collapse,233,True,,True,False
we00046,collapse,151,True,,True,False
we00046,collapse,272,True,,True,False
we00046,collapse,267,True,,True,False
we00046,collapse,1,True,,True,False
we00047,remove,5,True,,True,False
we00047,remove,13,True,,True,False
we00047,remove,17,True,,True,False
we00047,remove,19,True,,True,False
we00047,remove,37,True,,True,False
we00047,remove,39,True,,True,False
we00047,remove,114,True,,True,False
we00047,remove,118,True,,True,False
we00047,remove,122,True,,True,False
we00047,remove,126,True,,True,False
we00047,remove,130,True,,True,False
we00047,remove,177,True,,True,False
we00047,remove,188,True,,True,False
we00047,remove,192,True,,True,False
we00047,remove,196,True,,True,False
we00047,remove,200,True,,True,False
we00047,remove,202,False,"i0: 0,0,1280,1577.40625|accent-color:auto -> 0,0,1280,1567.40625|accent-color:auto",False,False
we00047,remove,206,True,,False,True
we00047,collapse,173,True,,False,True
we00047,collapse,172,True,,False,True
we00047,collapse,187,True,,False,True
we00047,collapse,191,True,,False,True
we00047,collapse,195,True,,False,True
we00047,collapse,199,True,,False,True
we00047,collapse,12,True,,False,True
we00047,collapse,16,True,,True,False
we00047,collapse,36,True,,True,False
we00047,collapse,113,True,,True,False
we00047,collapse,117,True,,True,False
we00047,collapse,121,True,,True,False
we00047,collapse,125,True,,True,False
we00047,collapse,129,True,,True,False
we00047,collapse,3,True,,True,False
we00047,collapse,2,False,"i0: 0,0,1280,1577.40625|accent-color:auto -> 0,0,1280,1047|accent-color:auto",False,False
we00047,collapse,1,False,"m20: border-inline-end-color:rgba(100, 100, 100, 0.1) -> border-inline-end-color:rgb(0, 0, 0)",False,False
we00048,remove,20,True,,True,False
we00048,remove,140,True,,True,False
we00048,remove,176,True,,True,False
we00048,remove,186,True,,True,False
we00048,remove,193,True,,True,False
we00048,remove,228,True,,True,False
we00048,collapse,255,True,,True,False
we00049,remove,33,True,,True,False
we00049,remove,39,True,,True,False
we00049,remove,60,True,,True,False
we00049,remove,65,True,,True,False
we00049,remove,119,True,,True,False
we00049,remove,132,True,,True,False
we00049,remove,134,True,,True,False
we00049,collapse,116,True,,True,False
we00049,collapse,115,True,,True,False
we00049,collapse,111,True,,True,False
we00049,collapse,121,True,,True,False
we00049,collapse,130,True,,True,False
we00049,collapse,73,True,,True,False
we00049,collapse,78,True,,True,False
we00049,collapse,81,True,,True,False
we00049,collapse,84,True,,True,False
we00049,collapse,95,True,,True,False
we00049,collapse,110,True,,True,False
we00049,collapse,113,False,m114: font-size:0px -> font-size:16px,False,False
we00049,collapse,120,True,,True,False
we00049,collapse,129,True,,True,False
we00049,collapse,77,False,"i0: 0,0,1280,1768|accent-color:auto -> 0,0,1280,1773|accent-color:auto",False,False
we00049,collapse,80,False,"i0: 0,0,1280,1768|accent-color:auto -> 0,0,1280,1773|accent-color:auto",False,False
we00049,collapse,83,True,,True,False
we00049,collapse,94,True,,True,False
we00049,collapse,109,True,,True,False
we00049,collapse,71,True,,True,False
we00049,collapse,76,True,,True,False
we00049,collapse,93,True,,True,False
we00049,collapse,108,True,,True,False
we00049,collapse,34,True,,True,False
we00049,collapse,70,True,,True,False
we00049,collapse,75,True,,True,False
we00049,collapse,92,True,,True,False
we00049,collapse,107,True,,True,False
we00049,collapse,7,True,,True,False
we00049,collapse,61,True,,True,False
we00049,collapse,69,True,,True,False
we00049,collapse,91,True,,True,False
we00049,collapse,6,True,,True,False
we00049,collapse,9,True,,True,False
we00049,collapse,37,True,,True,False
we00049,collapse,105,True,,True,False
we00049,collapse,5,True,,True,False
we00049,collapse,42,True,,True,False
we00049,collapse,67,True,,True,False
we00049,collapse,104,True,,True,False
we00049,collapse,3,True,,True,False
we00049,collapse,1,True,,True,False
we00050,remove,85,True,,True,False
we00050,remove,142,False,"m143: 1310.109375,1484.71875,78.125,42.703125|accent-color:auto -> 1231.984375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,143,False,"m144: 1388.234375,1484.71875,78.125,42.703125|accent-color:auto -> 1310.109375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,144,False,"m145: 1466.359375,1484.71875,78.125,42.703125|accent-color:auto -> 1388.234375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,145,False,"m146: 1544.484375,1484.71875,78.125,42.703125|accent-color:auto -> 1466.359375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,146,False,"m147: 1622.609375,1484.71875,78.125,42.703125|accent-color:auto -> 1544.484375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,147,False,"m148: 1700.734375,1484.71875,78.125,42.703125|accent-color:auto -> 1622.609375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,148,False,"m149: 1778.859375,1484.71875,78.125,42.703125|accent-color:auto -> 1700.734375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,149,False,"m150: 1856.984375,1484.71875,78.125,42.703125|accent-color:auto -> 1778.859375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,150,False,"m151: 1935.109375,1484.71875,78.125,42.703125|accent-color:auto -> 1856.984375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,151,False,"m152: 2013.234375,1484.71875,78.125,42.703125|accent-color:auto -> 1935.109375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,152,False,"m153: 2091.359375,1484.71875,78.125,42.703125|accent-color:auto -> 2013.234375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,153,False,"m154: 2169.484375,1484.71875,78.125,42.703125|accent-color:auto -> 2091.359375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,154,False,"m155: 2247.609375,1484.71875,78.125,42.703125|accent-color:auto -> 2169.484375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,155,False,"m156: 2325.734375,1484.71875,78.125,42.703125|accent-color:auto -> 2247.609375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,156,False,"m157: 2403.859375,1484.71875,78.125,42.703125|accent-color:auto -> 2325.734375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,157,False,"m158: 2481.984375,1484.71875,78.125,42.703125|accent-color:auto -> 2403.859375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,158,False,"m159: 2560.109375,1484.71875,78.125,42.703125|accent-color:auto -> 2481.984375,1484.71875,78.125,42.703125|accent-color:auto",False,False
we00050,remove,159,True,,True,False
we00050,remove,172,False,"m128: 476.953125,1484.21875,2161.28125,85.40625|accent-color:auto -> 476.953125,1484.21875,2137.96875,85.40625|accent-color:auto",False,False
we00050,remove,173,False,"m128: 476.953125,1484.21875,2161.28125,85.40625|accent-color:auto -> 476.953125,1484.21875,2137.96875,85.40625|accent-color:auto",False,False
we00050,remove,174,False,"m128: 476.953125,1484.21875,2161.28125,85.40625|accent-color:auto -> 476.953125,1484.21875,2137.96875,85.40625|accent-color:auto",False,False
we00050,remove,175,False,"m128: 476.953125,1484.21875,2161.28125,85.40625|accent-color:auto -> 476.953125,1484.21875,2137.96875,85.40625|accent-color:auto",False,False
we00050,remove,176,False,"m128: 476.953125,1484.21875,2161.28125,85.40625|accent-color:auto -> 476.953125,1484.21875,2137.96875,85.40625|accent-color:auto",False,False
we00050,remove,177,False,"m128: 476.953125,1484.21875,2161.28125,85.40625|accent-color:auto -> 476.953125,1484.21875,2137.96875,85.40625|accent-color:auto",False,False
we00050,remove,178,False,"m128: 476.953125,1484.21875,2161.28125,85.40625|accent-color:auto -> 476.953125,1484.21875,2137.96875,85.40625|accent-color:auto",False,False
