page_id,source,dataset_png_path,html_path,level,tokens_orig,tokens_final,reduction_pct,l1_ok,l2_ok,l3_ok,l2_base,l3_base,ladder
we00030,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00030.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00030.html,l2,4391.0,1136.0,74.129,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00030.html"", ""tokens"": 1136.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00030.html"", ""tokens"": 4256.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00030.html"", ""tokens"": 4391.0, ""base"": """"}]"
we00031,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00031.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00031.html,l2,7592.0,5779.0,23.88,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00031.html"", ""tokens"": 5779.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00031.html"", ""tokens"": 6187.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00031.html"", ""tokens"": 7592.0, ""base"": """"}]"
we00032,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00032.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level1\webcode2m\we00032.html,l1,2560.0,2269.0,11.367,True,False,False,level1,,"[{""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00032.html"", ""tokens"": 2269.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00032.html"", ""tokens"": 2560.0, ""base"": """"}]"
we00033,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00033.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level1\webcode2m\we00033.html,l1,4997.0,4540.0,9.145,True,False,False,level1,,"[{""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00033.html"", ""tokens"": 4540.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00033.html"", ""tokens"": 4997.0, ""base"": """"}]"
we00034,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00034.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00034.html,l2,2835.0,2488.0,12.24,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00034.html"", ""tokens"": 2488.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00034.html"", ""tokens"": 2600.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00034.html"", ""tokens"": 2835.0, ""base"": """"}]"
we00035,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00035.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00035.html,l2,2717.0,2492.0,8.281,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00035.html"", ""tokens"": 2492.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00035.html"", ""tokens"": 2578.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00035.html"", ""tokens"": 2717.0, ""base"": """"}]"
we00036,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00036.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00036.html,l2,2505.0,2030.0,18.962,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00036.html"", ""tokens"": 2030.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00036.html"", ""tokens"": 2378.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00036.html"", ""tokens"": 2505.0, ""base"": """"}]"
we00037,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00037.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00037.html,l2,3187.0,2499.0,21.588,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00037.html"", ""tokens"": 2499.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00037.html"", ""tokens"": 2618.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00037.html"", ""tokens"": 3187.0, ""base"": """"}]"
we00038,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00038.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level1\webcode2m\we00038.html,l1,2528.0,2237.0,11.511,True,False,False,level1,,"[{""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00038.html"", ""tokens"": 2237.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00038.html"", ""tokens"": 2528.0, ""base"": """"}]"
we00039,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00039.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00039.html,l2,3022.0,2896.0,4.169,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00039.html"", ""tokens"": 2896.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00039.html"", ""tokens"": 2911.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00039.html"", ""tokens"": 3022.0, ""base"": """"}]"
we00040,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00040.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00040.html,l2,3075.0,2549.0,17.106,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00040.html"", ""tokens"": 2549.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00040.html"", ""tokens"": 2926.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00040.html"", ""tokens"": 3075.0, ""base"": """"}]"
we00041,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00041.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00041.html,l2,3819.0,2654.0,30.505,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00041.html"", ""tokens"": 2654.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00041.html"", ""tokens"": 2948.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00041.html"", ""tokens"": 3819.0, ""base"": """"}]"
we00042,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00042.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00042.html,l2,3565.0,2515.0,29.453,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00042.html"", ""tokens"": 2515.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00042.html"", ""tokens"": 3348.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00042.html"", ""tokens"": 3565.0, ""base"": """"}]"
we00043,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00043.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00043.html,l2,1527.0,1087.0,28.815,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00043.html"", ""tokens"": 1087.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00043.html"", ""tokens"": 1334.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00043.html"", ""tokens"": 1527.0, ""base"": """"}]"
we00044,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00044.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00044.html,l2,5874.0,3653.0,37.811,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00044.html"", ""tokens"": 3653.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00044.html"", ""tokens"": 4743.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00044.html"", ""tokens"": 5874.0, ""base"": """"}]"
we00045,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00045.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00045.html,l2,2542.0,1989.0,21.755,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00045.html"", ""tokens"": 1989.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00045.html"", ""tokens"": 2050.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00045.html"", ""tokens"": 2542.0, ""base"": """"}]"
we00046,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00046.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00046.html,l2,4561.0,4050.0,11.204,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00046.html"", ""tokens"": 4050.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00046.html"", ""tokens"": 4073.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00046.html"", ""tokens"": 4561.0, ""base"": """"}]"
we00047,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00047.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00047.html,l2,6557.0,4451.0,32.118,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00047.html"", ""tokens"": 4451.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00047.html"", ""tokens"": 5586.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00047.html"", ""tokens"": 6557.0, ""base"": """"}]"
we00048,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00048.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00048.html,l2,3090.0,1870.0,39.482,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00048.html"", ""tokens"": 1870.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00048.html"", ""tokens"": 2821.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00048.html"", ""tokens"": 3090.0, ""base"": """"}]"
we00049,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00049.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00049.html,l2,2989.0,2171.0,27.367,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00049.html"", ""tokens"": 2171.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00049.html"", ""tokens"": 2854.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00049.html"", ""tokens"": 2989.0, ""base"": """"}]"
we00050,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00050.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00050.html,l2,4327.0,3615.0,16.455,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00050.html"", ""tokens"": 3615.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00050.html"", ""tokens"": 3709.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00050.html"", ""tokens"": 4327.0, ""base"": """"}]"
we00051,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00051.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00051.html,l2,3336.0,2937.0,11.96,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00051.html"", ""tokens"": 2937.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00051.html"", ""tokens"": 3137.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00051.html"", ""tokens"": 3336.0, ""base"": """"}]"
we00052,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00052.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00052.html,l2,1956.0,1584.0,19.018,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00052.html"", ""tokens"": 1584.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00052.html"", ""tokens"": 1751.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00052.html"", ""tokens"": 1956.0, ""base"": """"}]"
we00053,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00053.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00053.html,original,,,0.0,False,False,False,original,,"[{""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00053.html"", ""tokens"": NaN, ""base"": """"}]"
we00054,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00054.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00054.html,l2,5530.0,3143.0,43.165,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00054.html"", ""tokens"": 3143.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00054.html"", ""tokens"": 4646.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00054.html"", ""tokens"": 5530.0, ""base"": """"}]"
we00055,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00055.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00055.html,l2,4375.0,2717.0,37.897,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00055.html"", ""tokens"": 2717.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00055.html"", ""tokens"": 3228.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00055.html"", ""tokens"": 4375.0, ""base"": """"}]"
we00056,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00056.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00056.html,l2,1704.0,1217.0,28.58,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00056.html"", ""tokens"": 1217.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00056.html"", ""tokens"": 1298.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00056.html"", ""tokens"": 1704.0, ""base"": """"}]"
we00057,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00057.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00057.html,l2,4324.0,3491.0,19.265,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00057.html"", ""tokens"": 3491.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00057.html"", ""tokens"": 3751.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00057.html"", ""tokens"": 4324.0, ""base"": """"}]"
we00058,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00058.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00058.html,l2,2298.0,1849.0,19.539,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00058.html"", ""tokens"": 1849.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00058.html"", ""tokens"": 2113.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00058.html"", ""tokens"": 2298.0, ""base"": """"}]"
we00059,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00059.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00059.html,l2,2612.0,2361.0,9.609,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00059.html"", ""tokens"": 2361.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00059.html"", ""tokens"": 2523.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00059.html"", ""tokens"": 2612.0, ""base"": """"}]"
we00060,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00060.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00060.html,l2,3353.0,2640.0,21.265,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00060.html"", ""tokens"": 2640.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00060.html"", ""tokens"": 3057.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00060.html"", ""tokens"": 3353.0, ""base"": """"}]"
