page_id,source,png_path,html_path,level,tokens_orig,tokens_final,reduction_pct,original_sha256,final_sha256,validated_source_path
we00051,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00051.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00051.html,l3,3336.0,2855.0,14.418,68696c97eae3e9f43e6193bab74eae1a0014be91194030891454aa3692f5b103,a47e789f0857ec4208b9276da093f5d2d25e89defaa9aac1555e2b3567c739f8,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00051.html
we00052,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00052.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00052.html,l3,1956.0,1581.0,19.172,a85fdd930ba7ef65c85dcbc4807469826fbd05120df33a57dc0115a25b7107c5,6e799242d79068c99aad0090f44e35d97a7769e4613620fddec4505d073ad038,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00052.html
we00054,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00054.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00054.html,l3,5530.0,2434.0,55.986,70f17cb737e807464b570ac4f2b72b83f185805a05d7a23c9aeff4e03ea6ce7e,6f5f58d51c045471775f628bc87a32aa5dabcab0d0c084f2c074a005dd099065,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00054.html
we00055,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00055.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00055.html,l3,4375.0,2622.0,40.069,5976b49a8a3cb4803e774baf00bcf33d79a975bffc0978edb5a4c4ccfa719b63,00e45b8fb7acf08b37bddf084351ad3b14e699c3ab96e31917b3dd3b0381bb6f,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00055.html
we00056,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00056.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00056.html,l3,1704.0,1106.0,35.094,0b0c7c22cf64c93baf8d4099ef9aade516b3b1a8ca82ec0c9e2828335f4b309f,1a6058a13d86a591ee91ef42f373b8ec3903affc9c40712c8607aeb5100cf972,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00056.html
we00057,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00057.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00057.html,l3,4324.0,2886.0,33.256,a07019b503c63a62d3520a4988a64ad1a31238b17ca7ac0b55912617d18b2bd0,8938bbe47eebb82e02ea8643e1a3bdfce4078b214bc22e4be5253b0d5a752de2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00057.html
we00058,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00058.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00058.html,l3,2298.0,1846.0,19.669,be91e8e9e7a5ccacaaad6ce400ebc8902dd4c83d3a4e9a0eb3d556bc7fa404bc,c0065f74c67dcad94cc3d5cf2302607f5d18a27a098293462d3353996483af32,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00058.html
we00059,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00059.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00059.html,l3,2612.0,2345.0,10.222,93af3b13ed7fc0b4a9b71e2cd8340ff5f8917e8c7d1ad850a2017e8115fad93c,fc1a142260a6dba6da50a508de1d2bffe727304751fda79e61fb29c8ab45a375,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00059.html
we00060,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00060.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00060.html,l3,3353.0,2268.0,32.359,81159ee674f4cb1c6f6eeeb8a7ec6fb0385797e74dea6d45a7675be32d934c15,f46a061cdd5da55d4c5979228498b3a5987beae876a94651b4c4010c22e71928,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00060.html
we00061,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00061.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00061.html,l2,2695.0,2360.0,12.43,fbacf605c927a6c0ef76a00e0d7e4092127ca7d8edb94922c7751b94bf3e73d1,04e71777efb35b3e85c042c3623e48fe6e2df8f6fe27d3a1c5eda868dd96770d,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00061.html
we00062,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00062.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00062.html,l3,1834.0,1599.0,12.814,8184a30452adde092cfae3fd69ed3ef8257c0facf6a17c76165fa414fac3a02d,aa333caa375e4d066655a61f886d3c09798b10e997ef528dd28cbf67bac59b0a,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00062.html
we00063,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00063.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00063.html,l3,7104.0,4554.0,35.895,1bdd57eba2d250987c397bb433d865863baef4c6cff94fcd86d5a8511c73cbe9,1e015e92a8e3382c5a0b67154233807dc43a61c4c0d8072a811e5d712f5c64ca,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00063.html
we00064,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00064.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00064.html,l3,3941.0,3529.0,10.454,19c40ec731407e591589d6e64ec2230277edc936e0287cd6be1dc5cf1cc6b645,77f43fadc144a2cfe64aa2ed314c29025aaf2f7e6a2d0fd21f949046d5754178,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00064.html
we00065,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00065.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00065.html,l3,4230.0,2655.0,37.234,bb13f6476f1d83310d6016388fd1b7e40722a28e9af2c3ad2f3762bb267ff7c8,7ecd7ea85585332f60a2fb41d47b558c6be5300a16bc876d92cb8d4331805b30,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00065.html
we00066,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00066.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00066.html,l3,1387.0,823.0,40.663,a891ad38148978572dd98e7160ea9b8864841f2c33d1bbca899b5cf8824f0a9b,eba3b2a0fd72253ae4fd623d6020001fa84a2520f5f01ca0d68b0cf06f67b811,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00066.html
we00067,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00067.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00067.html,l3,4451.0,3493.0,21.523,54c87ea7f30ff8efe7e9f33b2fbca12accfb2d1a562faa76e1eda3a9bf4d5afd,4bfa8c69012ef28054eb9175d0eaba45774e119a295c62ff3b96faf4cb89ae67,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00067.html
we00068,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00068.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00068.html,l3,4852.0,2356.0,51.443,05978fe44ff34f534bb1c9fb2f107648ee3d912ae460909763b1bb47705667b2,b8143a8d2f03eb48e064a5a64d9032efad2e9b712d9b6c9cdf1ac33d93b4fd5c,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00068.html
we00069,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00069.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00069.html,l2,2884.0,2494.0,13.523,a2ce49408b6f8366c022294d0767f2091ac85c2e9b40332b1017b0c1a6695479,1f8c32e31a3697f1c1d62a479803d9d3516461d3e10613859232b088860c2282,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00069.html
we00070,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00070.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00070.html,l3,2909.0,2378.0,18.254,36413d8ecdc0fd11b72180afd29f2b5815632adabed16d9fe2d54c824dfae8b2,c97591d7af01110762d5890414eb01358c384796406487f3c7bf039c0539e817,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00070.html
we00072,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00072.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00072.html,l3,4006.0,1625.0,59.436,99c218f053aa27644c4b17cb0aef5e4b0388f907f1e5cfbe83f0eaf29e955770,04cfcbc87bad89805e1cc56fec05a60acdf0b3ba32f62ddb4f29c5da458c4c31,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00072.html
we00073,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00073.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00073.html,l3,4570.0,3357.0,26.543,885fd257aaaa470abd24dd8781cd77d7fc7edd9581edc6d2ba998c299e8f1b42,ec9f87e06b3a86ce506832530400076f458078f2a9df922a787f5f23ab047fb1,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00073.html
we00074,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00074.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00074.html,l2,2923.0,2588.0,11.461,ce09f002d772311188c746ba51ea4f69e4471c295f2577e73a45c344c9abf3d8,7313c310b0f7d6a9a669f2133ffaf2179884371893e16e68c5799faba920e84b,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00074.html
we00075,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00075.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00075.html,l1,1136.0,918.0,19.19,bd352b471d4d281d3df949e30adafc6e1a48cddc8d2b454bd01b3525fcdea20d,2e799f1a47c86def7a9ecb2c5eb5c054751f51a328be538f49cabc4382a97aff,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level1\webcode2m\we00075.html
we00076,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00076.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00076.html,l3,3386.0,2157.0,36.297,df33929c39662255ad68665ce69cd520ac20dea1ecc8fbd196eaaf1407b05de5,102123d54b44f5ee1b13a7ae0174bccfc8fd88b7c1b8d56ae0907fb84959c37b,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00076.html
we00077,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00077.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00077.html,l3,4958.0,2783.0,43.868,b817f372e096f630b9e187b8b33078fc0bc215278315d85873f5fa4aaa0094f1,f5cebd331166395d0f2a134e507b634d23d523276e6e68fe256237d9b5a52a9a,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00077.html
we00078,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00078.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00078.html,l2,1812.0,1807.0,0.276,34be862dd23856352498d80b599a028e6247184aa1258edc3b0f95b773e284ae,d06288fdca82b5d0b28ecb9e85b96cd4abdf4b5d5c491569c90387cc1dbdb955,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00078.html
we00079,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00079.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00079.html,l3,3327.0,1392.0,58.161,58d81736105cd9e3577b3cf3368228545b8f79ff3e2c38d2f584c517e824d8d2,3d410b9bbc4c949a8881ce755556d951d0082991d6c4081d38f2f91991d27a22,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00079.html
we00080,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00080.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00080.html,l3,2909.0,2058.0,29.254,934689ce2a08f5c7995da9b9ea90b213891d0405a3f69711150329cb380265e6,c138eed0f8a97ea16085039c5d6eec1830cc4998a41e61e7552e0ef173559608,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00080.html
we00081,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00081.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00081.html,l3,3368.0,2383.0,29.246,a5b0f5742c0bf65a34687f200f6cd0cc6aa8be2ec0a9fb02724324a734b59c66,aa61491a84405a5fd0133c04a7b5e92aa9487171aeb891f1a9b52d7c6ffc270f,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00081.html
we00082,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00082.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00082.html,l3,1910.0,1449.0,24.136,247b088bfa2a2605b904f644f52ea002803de9ab75613ad412ff01e69274001f,75891a57abf9482948403b05d1a319243bbd055282713b62e729e2b2cd2a43e7,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00082.html
we00083,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00083.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00083.html,l3,5228.0,3732.0,28.615,9026043597231fe7d28aba409e8dea37374dedb36be76fc96226aa9caf501f6f,f1d15824ff149d65a91f7de9dbea6529af01f58b6ab7aa0df185d11ce9512392,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00083.html
we00084,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00084.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00084.html,l3,3368.0,2383.0,29.246,fc87323b30bdd051aa0b647643f8cfb1efd779aaa3a5b80520dcdf5e33c13283,0eab19615d02b6e357046d13eb71eb5a510539cd7fb4f2f1c7c1eeee4478d8c8,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00084.html
we00085,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00085.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00085.html,l2,1999.0,1416.0,29.165,154d0f5d606cbd4888f0df9f7905b9a9c7b845b4707a2527ff84f8f84058ef76,fea21fbff0953405cf6755635dd1f2a8f8db2ed7547352c0e3f87aa5a8463ead,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00085.html
we00086,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00086.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00086.html,l3,1704.0,1106.0,35.094,8d5c8816a5a2f69971695b0df719c942f01ddb0ba188bd41b7dc6475fef6f25b,45b0c3adc53cae1cb30d92c0ec6fad414823aefe15ee5e4ecb5e87fc6bd2f590,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00086.html
we00087,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00087.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00087.html,l3,2647.0,2469.0,6.725,2b80e3ae47628fb83cb36783c27ff5c1fe12aeb5df593e18f0df124cebdb8980,a10550fbdacb7f3b538fc31552bd14b54da8d3d289d2555240c2844b656bb823,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00087.html
we00088,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00088.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00088.html,l3,3645.0,2106.0,42.222,ef485eb4ad7604960f54e44525a7312ba58efb0f3252483b91a5e2f40ec8a5d8,f37c04fb74f5fa51f980a881c6065ac6b977d095590cded6b031979725a40bb8,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00088.html
we00089,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00089.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00089.html,l1,1700.0,1566.0,7.882,fcb8e47c73d31de8f1d32b1f7a16bba5183edc896d3108bca8f5c35f60744c56,2159641c4af4db40e72b7bb3d6129bb60d27c425cade4d5adc7f9755f15ccbe7,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level1\webcode2m\we00089.html
we00090,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00090.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00090.html,l3,6864.0,4433.0,35.417,f298b7276c00c3117a5fd1258a0c3ef41a110a7320f78e3e43bbc830a4c2c52d,ef6f6a32841db0bb78ad05f3b6d56e128a837e5d740ab452cbfa543c183d1b75,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00090.html
we00091,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00091.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00091.html,l2,8292.0,5971.0,27.991,50681974a058c7d83b90e303ff6cf98e2da076351c6958420f39c645bede6f87,c04f5fea6b7da0d899bbc831cda7ceab42227bc66626a99323d5f3d6174bce77,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00091.html
we00092,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00092.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00092.html,l2,4239.0,3265.0,22.977,c713e2aa01d823522ab39287fc830c511a330cec9a772413fa3529516db8871a,c212f7856002a1bdea431a667a7c9cb36f493cb4d3672084a28d50fe8703b0c8,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00092.html
we00093,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00093.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00093.html,l3,3348.0,2633.0,21.356,639c4fc356261b600ddd1dad7f846e3107b31de4841af499eafd0577593cb93f,2b9fbdd5753dfe892d54c98d7c279d18e34c60faceceda8221e54135588230e9,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00093.html
we00094,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00094.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00094.html,l3,2966.0,2115.0,28.692,ee63691860e8519cbca3b4843d217a39f4279bf4b6b58c1c60d8019e73f25fd3,af7c0c68583425fe5c038d74de5c6b18ba0716561435d9824d01f3a1aa066968,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00094.html
we00095,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00095.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00095.html,l3,4842.0,2486.0,48.658,a3042426c7e70dd00703b3f8f4c8c061d221f2eeac27810cb4ac971323223aa0,090041982de96e7a041d88ae823e909658d0a7537572ce3b7a56bba467841664,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00095.html
we00096,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00096.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00096.html,l3,3920.0,2234.0,43.01,cf488d967c590f237dc4a33ca02e0f8ecdc5f7b79b8372ed5b3eaaf13a4db9be,5045435c008b273390aa293ccd74d65fb408642bea66f6d47f476fd836823731,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00096.html
we00097,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00097.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00097.html,l3,4418.0,2354.0,46.718,9bdc7ff1f4de3277bf8aa42332f60d77584e7e048ff461285140a2a843ed4b4e,f07024da537d843abecfabad252245a62dc5ee443557916604b5d30311f65fd5,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00097.html
we00098,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00098.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00098.html,l3,2729.0,2065.0,24.331,9fa37c90a7c440476b178d87bfe30ed0c61ca4058a92854fa46ca89380fb1c33,2a6d6f631b9a77115edc8e7dace5495003d593fbb680bcb5055a167a8fdba719,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00098.html
we00099,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00099.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00099.html,l3,2025.0,1319.0,34.864,a05b65bb04ca01d8ea6bebe71b290fe261903ad766d20086ce40d4e9594ccf94,a4d21506fad4f5cc71cb2493d4f18f3012db034eb67f8d3ac2554260cf16b4c2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00099.html
